SSID,BSS,RSSI,Channel,Time
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-89,1,12:51:58pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-89,1,12:52:01pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-87,1,12:52:03pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-87,1,12:52:06pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-87,1,12:52:08pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-87,1,12:52:11pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-88,1,12:52:13pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-88,1,12:52:16pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-88,1,12:52:18pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-88,1,12:52:21pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-88,1,12:52:24pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-88,1,12:52:26pm
,,,,
UWA-physics-weather-station,52:E0:85:C9:42:85,-88,1,12:52:29pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-88,11,12:51:58pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-80,11,12:52:01pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-81,11,12:52:03pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-81,11,12:52:06pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-81,11,12:52:08pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-81,11,12:52:11pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-81,11,12:52:13pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-81,11,12:52:16pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-81,11,12:52:18pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-81,11,12:52:21pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-81,11,12:52:24pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-81,11,12:52:26pm
,,,,
UnifiGuest,E8:65:49:3D:41:41,-81,11,12:52:29pm
,,,,
eduroam,E8:65:49:32:E4:A2,-84,11,12:52:01pm
,,,,
eduroam,E8:65:49:32:E4:A2,-85,11,12:52:03pm
,,,,
eduroam,E8:65:49:32:E4:A2,-85,11,12:52:06pm
,,,,
eduroam,E8:65:49:32:E4:A2,-85,11,12:52:08pm
,,,,
eduroam,E8:65:49:32:E4:A2,-85,11,12:52:11pm
,,,,
eduroam,E8:65:49:32:E4:A2,-85,11,12:52:13pm
,,,,
eduroam,E8:65:49:32:E4:A2,-85,11,12:52:16pm
,,,,
eduroam,E8:65:49:32:E4:A2,-85,11,12:52:18pm
,,,,
eduroam,E8:65:49:32:E4:A2,-85,11,12:52:21pm
,,,,
eduroam,E8:65:49:32:E4:A2,-88,11,12:52:24pm
,,,,
eduroam,E8:65:49:32:E4:A2,-88,11,12:52:26pm
,,,,
eduroam,E8:65:49:32:E4:A2,-88,11,12:52:29pm
,,,,
Unifi,A0:CF:5B:3F:68:9F,-84,149,12:52:06pm
,,,,
Unifi,A0:CF:5B:3F:68:9F,-84,149,12:52:08pm
,,,,
Unifi,A0:CF:5B:3F:68:9F,-84,149,12:52:11pm
,,,,
Unifi,A0:CF:5B:3F:68:9F,-88,149,12:52:13pm
,,,,
Unifi,A0:CF:5B:3F:68:9F,-88,149,12:52:16pm
,,,,
Unifi,A0:CF:5B:3F:68:9F,-88,149,12:52:18pm
,,,,
Unifi,A0:CF:5B:3F:68:9F,-88,149,12:52:21pm
,,,,
Unifi,A0:CF:5B:3F:68:9F,-88,149,12:52:24pm
,,,,
Unifi,A0:CF:5B:3F:68:9F,-88,149,12:52:26pm
,,,,
Unifi,A0:CF:5B:3F:68:9F,-88,149,12:52:29pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-85,11,12:51:58pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-84,11,12:52:01pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-85,11,12:52:03pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-85,11,12:52:06pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-85,11,12:52:08pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-85,11,12:52:11pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-84,11,12:52:13pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-84,11,12:52:16pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-84,11,12:52:18pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-84,11,12:52:21pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-84,11,12:52:24pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-88,11,12:52:26pm
,,,,
UnifiGuest,E8:65:49:3E:C9:D1,-88,11,12:52:29pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-80,6,12:51:58pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-82,6,12:52:01pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-86,6,12:52:03pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-86,6,12:52:06pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-86,6,12:52:08pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-86,6,12:52:11pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-86,6,12:52:13pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-88,6,12:52:16pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-88,6,12:52:18pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-88,6,12:52:21pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-88,6,12:52:24pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-88,6,12:52:26pm
,,,,
UnifiGuest,E8:65:49:3E:D7:61,-88,6,12:52:29pm
,,,,
Hydro,D4:6E:0E:6D:8B:17,-91,4,12:52:08pm
,,,,
Hydro,D4:6E:0E:6D:8B:17,-87,4,12:52:11pm
,,,,
Hydro,D4:6E:0E:6D:8B:17,-89,4,12:52:13pm
,,,,
Hydro,D4:6E:0E:6D:8B:17,-89,4,12:52:16pm
,,,,
Hydro,D4:6E:0E:6D:8B:17,-89,4,12:52:18pm
,,,,
Hydro,D4:6E:0E:6D:8B:17,-91,4,12:52:21pm
,,,,
Hydro,D4:6E:0E:6D:8B:17,-92,4,12:52:24pm
,,,,
Hydro,D4:6E:0E:6D:8B:17,-87,4,12:52:26pm
,,,,
Hydro,D4:6E:0E:6D:8B:17,-87,4,12:52:29pm
,,,,
UnifiGuest,E8:65:49:3E:D7:6E,-91,40,12:52:21pm
,,,,
UnifiGuest,E8:65:49:3E:D7:6E,-90,40,12:52:24pm
,,,,
UnifiGuest,E8:65:49:3E:D7:6E,-88,40,12:52:26pm
,,,,
UnifiGuest,E8:65:49:3E:D7:6E,-88,40,12:52:29pm
,,,,
eduroam,E8:65:49:3D:41:42,-81,11,12:51:58pm
,,,,
eduroam,E8:65:49:3D:41:42,-81,11,12:52:01pm
,,,,
eduroam,E8:65:49:3D:41:42,-81,11,12:52:03pm
,,,,
eduroam,E8:65:49:3D:41:42,-88,11,12:52:06pm
,,,,
eduroam,E8:65:49:3D:41:42,-88,11,12:52:08pm
,,,,
eduroam,E8:65:49:3D:41:42,-88,11,12:52:11pm
,,,,
eduroam,E8:65:49:3D:41:42,-88,11,12:52:13pm
,,,,
eduroam,E8:65:49:3D:41:42,-88,11,12:52:16pm
,,,,
eduroam,E8:65:49:3D:41:42,-88,11,12:52:18pm
,,,,
eduroam,E8:65:49:3D:41:42,-88,11,12:52:21pm
,,,,
eduroam,E8:65:49:3D:41:42,-88,11,12:52:24pm
,,,,
eduroam,E8:65:49:3D:41:42,-88,11,12:52:26pm
,,,,
eduroam,E8:65:49:3D:41:42,-88,11,12:52:29pm
,,,,
eduroam,E8:65:49:3E:D7:6D,-90,40,12:52:21pm
,,,,
eduroam,E8:65:49:3E:D7:6D,-90,40,12:52:24pm
,,,,
eduroam,E8:65:49:3E:D7:6D,-88,40,12:52:26pm
,,,,
eduroam,E8:65:49:3E:D7:6D,-88,40,12:52:29pm
,,,,
