SSID,BSS,RSSI,Channel,Time
,,,,
eduroam,70:DB:98:AA:EF:A2,-88,11,1:04:29pm
,,,,
eduroam,70:DB:98:AA:EF:A2,-88,11,1:04:32pm
,,,,
eduroam,70:DB:98:AA:EF:A2,-88,11,1:04:34pm
,,,,
eduroam,70:DB:98:AA:EF:A2,-88,11,1:04:37pm
,,,,
eduroam,70:DB:98:AA:EF:A2,-88,11,1:04:39pm
,,,,
eduroam,70:DB:98:AA:EF:A2,-88,11,1:04:41pm
,,,,
eduroam,70:DB:98:AA:EF:A2,-88,11,1:04:44pm
,,,,
eduroam,70:DB:98:AA:EF:A2,-88,11,1:04:46pm
,,,,
eduroam,70:DB:98:AA:EF:A2,-88,11,1:04:48pm
,,,,
eduroam,70:DB:98:AA:EF:A2,-88,11,1:04:51pm
,,,,
LGF0G0220,80:3F:5D:19:34:F6,-93,1,1:04:34pm
,,,,
LGF0G0220,80:3F:5D:19:34:F6,-93,1,1:04:37pm
,,,,
LGF0G0220,80:3F:5D:19:34:F6,-93,1,1:04:39pm
,,,,
LGF0G0220,80:3F:5D:19:34:F6,-93,1,1:04:41pm
,,,,
LGF0G0220,80:3F:5D:19:34:F6,-93,1,1:04:44pm
,,,,
LGF0G0220,80:3F:5D:19:34:F6,-93,1,1:04:46pm
,,,,
LGF0G0220,80:3F:5D:19:34:F6,-93,1,1:04:48pm
,,,,
LGF0G0220,80:3F:5D:19:34:F6,-93,1,1:04:51pm
,,,,
eduroam,70:DB:98:9A:20:62,-89,6,1:04:29pm
,,,,
eduroam,70:DB:98:9A:20:62,-89,6,1:04:32pm
,,,,
eduroam,70:DB:98:9A:20:62,-89,6,1:04:34pm
,,,,
eduroam,70:DB:98:9A:20:62,-89,6,1:04:37pm
,,,,
eduroam,70:DB:98:9A:20:62,-89,6,1:04:39pm
,,,,
eduroam,70:DB:98:9A:20:62,-89,6,1:04:41pm
,,,,
eduroam,70:DB:98:9A:20:62,-89,6,1:04:44pm
,,,,
eduroam,70:DB:98:9A:20:62,-89,6,1:04:46pm
,,,,
eduroam,70:DB:98:9A:20:62,-89,6,1:04:48pm
,,,,
eduroam,70:DB:98:9A:20:62,-89,6,1:04:51pm
,,,,
Unifi,70:DB:98:9A:20:6F,-90,40,1:04:44pm
,,,,
Unifi,70:DB:98:9A:20:6F,-89,40,1:04:46pm
,,,,
Unifi,70:DB:98:9A:20:6F,-88,40,1:04:48pm
,,,,
Unifi,70:DB:98:9A:20:6F,-88,40,1:04:51pm
,,,,
Unifi,70:DB:98:AA:EF:AF,-88,56,1:04:44pm
,,,,
Unifi,70:DB:98:AA:EF:AF,-88,56,1:04:46pm
,,,,
Unifi,70:DB:98:AA:EF:AF,-90,56,1:04:48pm
,,,,
Unifi,70:DB:98:AA:EF:AF,-90,56,1:04:51pm
,,,,
eduroam,00:2C:C8:B0:40:82,-86,6,1:04:44pm
,,,,
eduroam,00:2C:C8:B0:40:82,-86,6,1:04:46pm
,,,,
eduroam,00:2C:C8:B0:40:82,-86,6,1:04:48pm
,,,,
eduroam,00:2C:C8:B0:40:82,-86,6,1:04:51pm
,,,,
UnifiGuest,70:DB:98:AA:EF:AE,-89,56,1:04:32pm
,,,,
UnifiGuest,70:DB:98:AA:EF:AE,-89,56,1:04:34pm
,,,,
UnifiGuest,70:DB:98:AA:EF:AE,-89,56,1:04:37pm
,,,,
UnifiGuest,70:DB:98:AA:EF:AE,-89,56,1:04:39pm
,,,,
UnifiGuest,70:DB:98:AA:EF:AE,-89,56,1:04:41pm
,,,,
UnifiGuest,70:DB:98:AA:EF:AE,-88,56,1:04:44pm
,,,,
UnifiGuest,70:DB:98:AA:EF:AE,-89,56,1:04:46pm
,,,,
UnifiGuest,70:DB:98:AA:EF:AE,-89,56,1:04:48pm
,,,,
UnifiGuest,70:DB:98:AA:EF:AE,-89,56,1:04:51pm
,,,,
