SSID,BSS,RSSI,Channel,Time
,,,,
eduroam,2C:33:11:6A:34:22,-81,1,3:10:00pm
,,,,
eduroam,2C:33:11:6A:34:22,-81,1,3:10:03pm
,,,,
eduroam,2C:33:11:6A:34:22,-81,1,3:10:06pm
,,,,
eduroam,00:2C:C8:90:96:C2,-87,11,3:10:00pm
,,,,
eduroam,00:2C:C8:90:96:C2,-87,11,3:10:03pm
,,,,
eduroam,00:2C:C8:90:96:C2,-87,11,3:10:06pm
,,,,
eduroam,00:2C:C8:90:96:C2,-87,11,3:10:10pm
,,,,
eduroam,00:2C:C8:90:8A:22,-87,11,3:10:00pm
,,,,
eduroam,00:2C:C8:90:8A:22,-87,11,3:10:03pm
,,,,
eduroam,00:2C:C8:90:8A:22,-87,11,3:10:06pm
,,,,
eduroam,00:2C:C8:90:8A:22,-87,11,3:10:10pm
,,,,
Unifi,00:2A:10:8C:FD:5F,-78,44,3:10:03pm
,,,,
Unifi,00:2A:10:8C:FD:5F,-80,44,3:10:06pm
,,,,
Unifi,00:2A:10:8C:FD:5F,-80,44,3:10:10pm
,,,,
Unifi,00:2A:10:8C:FD:5F,-80,44,3:10:13pm
,,,,
Unifi,00:2A:10:8C:FD:5F,-81,44,3:10:16pm
,,,,
Unifi,00:2A:10:8C:FD:5F,-83,44,3:10:20pm
,,,,
Unifi,00:2A:10:8C:FD:5F,-85,44,3:10:25pm
,,,,
Unifi,00:2A:10:8C:FD:5F,-87,44,3:10:29pm
,,,,
Unifi,00:2A:10:8C:FD:5F,-84,44,3:10:34pm
,,,,
UnifiGuest,A0:CF:5B:3D:5E:F1,-84,1,3:10:00pm
,,,,
UnifiGuest,A0:CF:5B:3D:5E:F1,-85,1,3:10:03pm
,,,,
UnifiGuest,A0:CF:5B:3D:5E:F1,-85,1,3:10:06pm
,,,,
UnifiGuest,A0:CF:5B:3D:5E:F1,-85,1,3:10:10pm
,,,,
UnifiGuest,A0:CF:5B:3D:5E:F1,-85,1,3:10:13pm
,,,,
UnifiGuest,A0:CF:5B:3D:5E:F1,-87,1,3:10:16pm
,,,,
UnifiGuest,A0:CF:5B:3D:5E:F1,-87,1,3:10:20pm
,,,,
UnifiGuest,A0:CF:5B:3D:5E:F1,-87,1,3:10:25pm
,,,,
UnifiGuest,A0:CF:5B:3D:5E:F1,-87,1,3:10:29pm
,,,,
UnifiGuest,A0:CF:5B:3D:5E:F1,-87,1,3:10:34pm
,,,,
eduroam,2C:33:11:74:68:22,-82,1,3:10:00pm
,,,,
eduroam,2C:33:11:74:68:22,-82,1,3:10:03pm
,,,,
eduroam,2C:33:11:74:68:22,-82,1,3:10:06pm
,,,,
eduroam,2C:33:11:74:68:22,-82,1,3:10:10pm
,,,,
UnifiGuest,2C:33:11:6A:2B:21,-76,6,3:10:00pm
,,,,
UnifiGuest,2C:33:11:6A:2B:21,-76,6,3:10:03pm
,,,,
UnifiGuest,2C:33:11:6A:2B:21,-76,6,3:10:06pm
,,,,
UnifiGuest,2C:33:11:6A:2B:21,-76,6,3:10:10pm
,,,,
UnifiGuest,2C:33:11:6A:2A:C1,-89,11,3:10:00pm
,,,,
UnifiGuest,2C:33:11:6A:2A:C1,-89,11,3:10:03pm
,,,,
UnifiGuest,2C:33:11:6A:2A:C1,-89,11,3:10:06pm
,,,,
UnifiGuest,2C:33:11:6A:2A:C1,-89,11,3:10:10pm
,,,,
UnifiGuest,E8:65:49:37:C0:B1,-76,1,3:10:00pm
,,,,
UnifiGuest,E8:65:49:37:C0:B1,-78,1,3:10:03pm
,,,,
UnifiGuest,E8:65:49:37:C0:B1,-78,1,3:10:06pm
,,,,
UnifiGuest,E8:65:49:37:C0:B1,-78,1,3:10:10pm
,,,,
UnifiGuest,E8:65:49:37:C0:B1,-79,1,3:10:13pm
,,,,
UnifiGuest,E8:65:49:37:C0:B1,-72,1,3:10:16pm
,,,,
UnifiGuest,E8:65:49:37:C0:B1,-72,1,3:10:20pm
,,,,
UnifiGuest,E8:65:49:37:C0:B1,-72,1,3:10:25pm
,,,,
UnifiGuest,E8:65:49:37:C0:B1,-77,1,3:10:29pm
,,,,
UnifiGuest,E8:65:49:37:C0:B1,-77,1,3:10:34pm
,,,,
UnifiIOT,08:EC:F5:B9:3A:63,-87,1,3:10:00pm
,,,,
UnifiIOT,08:EC:F5:B9:3A:63,-87,1,3:10:03pm
,,,,
UnifiIOT,08:EC:F5:B9:3A:63,-87,1,3:10:06pm
,,,,
eduroam,00:2A:10:8C:FD:52,-76,1,3:10:00pm
,,,,
eduroam,00:2A:10:8C:FD:52,-76,1,3:10:03pm
,,,,
eduroam,00:2A:10:8C:FD:52,-75,1,3:10:06pm
,,,,
eduroam,00:2A:10:8C:FD:52,-75,1,3:10:10pm
,,,,
eduroam,00:2A:10:8C:FD:52,-75,1,3:10:13pm
,,,,
eduroam,00:2A:10:8C:FD:52,-75,1,3:10:16pm
,,,,
eduroam,00:2A:10:8C:FD:52,-77,1,3:10:20pm
,,,,
eduroam,00:2A:10:8C:FD:52,-77,1,3:10:25pm
,,,,
eduroam,00:2A:10:8C:FD:52,-77,1,3:10:29pm
,,,,
eduroam,00:2A:10:8C:FD:52,-77,1,3:10:34pm
,,,,
eduroam,00:2C:C8:90:8B:22,-88,11,3:10:00pm
,,,,
eduroam,00:2C:C8:90:8B:22,-88,11,3:10:03pm
,,,,
