SSID,BSS,RSSI,Channel,Time
,,,,
UnifiGuest,D4:C9:3C:DF:5A:CE,-89,48,15:28:40
,,,,
UnifiGuest,D4:C9:3C:DF:5A:CE,-93,48,15:28:44
,,,,
UnifiGuest,D4:C9:3C:DF:5A:CE,-92,48,15:28:48
,,,,
UnifiGuest,D4:C9:3C:DF:5A:CE,-91,48,15:28:52
,,,,
eduroam,D4:C9:3C:DF:59:2D,-73,161,15:28:11
,,,,
eduroam,D4:C9:3C:DF:59:2D,-76,161,15:28:15
,,,,
eduroam,D4:C9:3C:DF:59:2D,-70,161,15:28:19
,,,,
eduroam,D4:C9:3C:DF:59:2D,-71,161,15:28:23
,,,,
eduroam,D4:C9:3C:DF:59:2D,-70,161,15:28:29
,,,,
eduroam,D4:C9:3C:DF:59:2D,-69,161,15:28:33
,,,,
eduroam,D4:C9:3C:DF:59:2D,-71,161,15:28:36
,,,,
eduroam,D4:C9:3C:DF:59:2D,-75,161,15:28:40
,,,,
eduroam,D4:C9:3C:DF:59:2D,-79,161,15:28:44
,,,,
eduroam,D4:C9:3C:DF:59:2D,-70,161,15:28:48
,,,,
eduroam,D4:C9:3C:DF:59:2D,-71,161,15:28:52
,,,,
Skoda_WLAN_7f8845,BC:30:7E:7F:88:45,-84,1,15:28:19
,,,,
Skoda_WLAN_7f8845,BC:30:7E:7F:88:45,-84,1,15:28:23
,,,,
Skoda_WLAN_7f8845,BC:30:7E:7F:88:45,-84,1,15:28:29
,,,,
Skoda_WLAN_7f8845,BC:30:7E:7F:88:45,-84,1,15:28:33
,,,,
Skoda_WLAN_7f8845,BC:30:7E:7F:88:45,-84,1,15:28:36
,,,,
Skoda_WLAN_7f8845,BC:30:7E:7F:88:45,-84,1,15:28:40
,,,,
Skoda_WLAN_7f8845,BC:30:7E:7F:88:45,-84,1,15:28:44
,,,,
eduroam,00:2C:C8:BC:26:22,-89,11,15:28:19
,,,,
eduroam,00:2C:C8:BC:26:22,-89,11,15:28:23
,,,,
eduroam,00:2C:C8:BC:26:22,-89,11,15:28:29
,,,,
eduroam,00:2C:C8:BC:26:22,-89,11,15:28:33
,,,,
eduroam,00:2C:C8:BC:26:22,-89,11,15:28:36
,,,,
eduroam,00:2C:C8:BC:26:22,-89,11,15:28:40
,,,,
eduroam,00:2C:C8:BC:26:22,-89,11,15:28:44
,,,,
eduroam,00:A7:42:EC:4F:2D,-90,64,15:28:11
,,,,
eduroam,00:A7:42:EC:4F:2D,-90,64,15:28:15
,,,,
