SSID,BSS,RSSI,Channel,Time
,,,,
UWAUNICLUBTHEATREAMX,E0:46:9A:5C:0F:66,-94,11,15:22:04
,,,,
UWAUNICLUBTHEATREAMX,E0:46:9A:5C:0F:66,-94,11,15:22:08
,,,,
UWAUNICLUBTHEATREAMX,E0:46:9A:5C:0F:66,-94,11,15:22:12
,,,,
UWAUNICLUBTHEATREAMX,E0:46:9A:5C:0F:66,-94,11,15:22:15
,,,,
UWAUNICLUBTHEATREAMX,E0:46:9A:5C:0F:66,-94,11,15:22:19
,,,,
UWAUNICLUBTHEATREAMX,E0:46:9A:5C:0F:66,-94,11,15:22:22
,,,,
UWAUNICLUBTHEATREAMX,E0:46:9A:5C:0F:66,-94,11,15:22:26
,,,,
UnifiGuest,10:BD:18:F1:84:D1,-88,11,15:22:04
,,,,
UnifiGuest,10:BD:18:F1:84:D1,-88,11,15:22:08
,,,,
NET2118,B0:BE:76:2C:7E:13,-92,11,15:22:04
,,,,
NET2118,B0:BE:76:2C:7E:13,-92,11,15:22:08
,,,,
NET2118,B0:BE:76:2C:7E:13,-92,11,15:22:12
,,,,
NET2118,B0:BE:76:2C:7E:13,-92,11,15:22:15
,,,,
NET2118,B0:BE:76:2C:7E:13,-92,11,15:22:19
,,,,
NET2118,B0:BE:76:2C:7E:13,-93,11,15:22:22
,,,,
NET2118,B0:BE:76:2C:7E:13,-93,11,15:22:26
,,,,
NET2118,B0:BE:76:2C:7E:13,-93,11,15:22:30
,,,,
NET2118,B0:BE:76:2C:7E:13,-93,11,15:22:34
,,,,
NET2118,B0:BE:76:2C:7E:13,-91,11,15:22:37
,,,,
NET2118,B0:BE:76:2C:7E:13,-91,11,15:22:41
,,,,
eduroam,64:D8:14:72:47:32,-90,1,15:22:04
,,,,
eduroam,64:D8:14:72:47:32,-90,1,15:22:08
,,,,
eduroam,64:D8:14:72:47:32,-90,1,15:22:12
,,,,
eduroam,64:D8:14:72:47:32,-89,1,15:22:30
,,,,
eduroam,64:D8:14:72:47:32,-88,1,15:22:34
,,,,
eduroam,64:D8:14:72:47:32,-88,1,15:22:37
,,,,
eduroam,64:D8:14:72:47:32,-86,1,15:22:41
,,,,
Unifi,10:BD:18:F1:84:D0,-90,11,15:22:04
,,,,
Unifi,10:BD:18:F1:84:D0,-90,11,15:22:08
,,,,
UnifiGuest,A0:CF:5B:3C:2E:61,-69,11,15:22:04
,,,,
UnifiGuest,A0:CF:5B:3C:2E:61,-68,11,15:22:08
,,,,
UnifiGuest,A0:CF:5B:3C:2E:61,-68,11,15:22:12
,,,,
UnifiGuest,A0:CF:5B:3C:2E:61,-67,11,15:22:15
,,,,
UnifiGuest,A0:CF:5B:3C:2E:61,-71,11,15:22:19
,,,,
UnifiGuest,A0:CF:5B:3C:2E:61,-72,11,15:22:22
,,,,
UnifiGuest,A0:CF:5B:3C:2E:61,-69,11,15:22:26
,,,,
UnifiGuest,A0:CF:5B:3C:2E:61,-71,11,15:22:30
,,,,
UnifiGuest,A0:CF:5B:3C:2E:61,-69,11,15:22:34
,,,,
UnifiGuest,A0:CF:5B:3C:2E:61,-68,11,15:22:37
,,,,
UnifiGuest,A0:CF:5B:3C:2E:61,-67,11,15:22:41
,,,,
UnifiGuest,64:D8:14:72:47:31,-88,1,15:22:30
,,,,
UnifiGuest,64:D8:14:72:47:31,-89,1,15:22:34
,,,,
UnifiGuest,64:D8:14:72:47:31,-90,1,15:22:37
,,,,
UnifiGuest,64:D8:14:72:47:31,-90,1,15:22:41
,,,,
Unifi,A0:CF:5B:3C:2E:60,-68,11,15:22:04
,,,,
Unifi,A0:CF:5B:3C:2E:60,-67,11,15:22:08
,,,,
Unifi,A0:CF:5B:3C:2E:60,-69,11,15:22:12
,,,,
Unifi,A0:CF:5B:3C:2E:60,-70,11,15:22:15
,,,,
Unifi,A0:CF:5B:3C:2E:60,-67,11,15:22:19
,,,,
Unifi,A0:CF:5B:3C:2E:60,-72,11,15:22:22
,,,,
Unifi,A0:CF:5B:3C:2E:60,-68,11,15:22:26
,,,,
Unifi,A0:CF:5B:3C:2E:60,-71,11,15:22:30
,,,,
Unifi,A0:CF:5B:3C:2E:60,-70,11,15:22:34
,,,,
Unifi,A0:CF:5B:3C:2E:60,-68,11,15:22:37
,,,,
Unifi,A0:CF:5B:3C:2E:60,-67,11,15:22:41
,,,,
UnifiGuest,A0:CF:5B:3F:13:D1,-90,1,15:22:04
,,,,
UnifiGuest,A0:CF:5B:3F:13:D1,-90,1,15:22:08
,,,,
UnifiGuest,A0:CF:5B:3F:13:D1,-90,1,15:22:12
,,,,
UnifiGuest,A0:CF:5B:3F:13:D1,-92,1,15:22:37
,,,,
UnifiGuest,A0:CF:5B:3F:13:D1,-92,1,15:22:41
,,,,
Unifi,64:D8:14:72:47:30,-89,1,15:22:30
,,,,
Unifi,64:D8:14:72:47:30,-88,1,15:22:34
,,,,
Unifi,64:D8:14:72:47:30,-89,1,15:22:37
,,,,
Unifi,64:D8:14:72:47:30,-87,1,15:22:41
,,,,
Unifi,A0:CF:5B:3C:2E:6F,-71,161,15:22:04
,,,,
Unifi,A0:CF:5B:3C:2E:6F,-70,161,15:22:08
,,,,
Unifi,A0:CF:5B:3C:2E:6F,-77,161,15:22:12
,,,,
Unifi,A0:CF:5B:3C:2E:6F,-74,161,15:22:15
,,,,
Unifi,A0:CF:5B:3C:2E:6F,-70,161,15:22:19
,,,,
Unifi,A0:CF:5B:3C:2E:6F,-65,161,15:22:22
,,,,
Unifi,A0:CF:5B:3C:2E:6F,-70,161,15:22:26
,,,,
Unifi,A0:CF:5B:3C:2E:6F,-72,161,15:22:30
,,,,
Unifi,A0:CF:5B:3C:2E:6F,-72,161,15:22:34
,,,,
Unifi,A0:CF:5B:3C:2E:6F,-65,161,15:22:37
,,,,
Unifi,A0:CF:5B:3C:2E:6F,-66,161,15:22:41
,,,,
Unifi,A0:CF:5B:3F:13:D0,-90,1,15:22:04
,,,,
Unifi,A0:CF:5B:3F:13:D0,-90,1,15:22:08
,,,,
Unifi,A0:CF:5B:3F:13:D0,-90,1,15:22:12
,,,,
Unifi,64:D8:14:72:47:3F,-90,153,15:22:15
,,,,
Unifi,64:D8:14:72:47:3F,-90,153,15:22:19
,,,,
Unifi,64:D8:14:72:47:3F,-90,153,15:22:22
,,,,
Unifi,64:D8:14:72:47:3F,-90,153,15:22:26
,,,,
Unifi,64:D8:14:72:47:3F,-90,153,15:22:30
,,,,
Unifi,64:D8:14:72:47:3F,-90,153,15:22:34
,,,,
Unifi,64:D8:14:72:47:3F,-89,153,15:22:37
,,,,
Unifi,64:D8:14:72:47:3F,-89,153,15:22:41
,,,,
UnifiGuest,A0:CF:5B:3C:2E:6E,-70,161,15:22:04
,,,,
UnifiGuest,A0:CF:5B:3C:2E:6E,-70,161,15:22:08
,,,,
UnifiGuest,A0:CF:5B:3C:2E:6E,-76,161,15:22:12
,,,,
UnifiGuest,A0:CF:5B:3C:2E:6E,-74,161,15:22:15
,,,,
UnifiGuest,A0:CF:5B:3C:2E:6E,-70,161,15:22:19
,,,,
UnifiGuest,A0:CF:5B:3C:2E:6E,-65,161,15:22:22
,,,,
UnifiGuest,A0:CF:5B:3C:2E:6E,-64,161,15:22:26
,,,,
UnifiGuest,A0:CF:5B:3C:2E:6E,-70,161,15:22:30
,,,,
UnifiGuest,A0:CF:5B:3C:2E:6E,-64,161,15:22:34
,,,,
UnifiGuest,A0:CF:5B:3C:2E:6E,-66,161,15:22:37
,,,,
UnifiGuest,A0:CF:5B:3C:2E:6E,-64,161,15:22:41
,,,,
UnifiGuest,D8:B1:90:A2:C3:21,-89,11,15:22:15
,,,,
UnifiGuest,D8:B1:90:A2:C3:21,-89,11,15:22:19
,,,,
UnifiGuest,D8:B1:90:A2:C3:21,-89,11,15:22:22
,,,,
UnifiGuest,D8:B1:90:A2:C3:21,-89,11,15:22:26
,,,,
UnifiGuest,D8:B1:90:A2:C3:21,-89,11,15:22:30
,,,,
UnifiGuest,D8:B1:90:A2:C3:21,-89,11,15:22:34
,,,,
UnifiGuest,D8:B1:90:A2:C3:21,-89,11,15:22:37
,,,,
UnifiGuest,D8:B1:90:A2:C3:21,-89,11,15:22:41
,,,,
UnifiGuest,64:D8:14:72:47:3E,-88,153,15:22:08
,,,,
UnifiGuest,64:D8:14:72:47:3E,-88,153,15:22:12
,,,,
UnifiGuest,64:D8:14:72:47:3E,-88,153,15:22:15
,,,,
UnifiGuest,64:D8:14:72:47:3E,-88,153,15:22:19
,,,,
UnifiGuest,64:D8:14:72:47:3E,-88,153,15:22:22
,,,,
UnifiGuest,64:D8:14:72:47:3E,-88,153,15:22:26
,,,,
UnifiGuest,64:D8:14:72:47:3E,-88,153,15:22:30
,,,,
UnifiGuest,64:D8:14:72:47:3E,-88,153,15:22:34
,,,,
eduroam,10:BD:18:F1:84:D2,-90,11,15:22:04
,,,,
eduroam,10:BD:18:F1:84:D2,-90,11,15:22:08
,,,,
eduroam,A0:CF:5B:3C:2E:6D,-70,161,15:22:04
,,,,
eduroam,A0:CF:5B:3C:2E:6D,-70,161,15:22:08
,,,,
eduroam,A0:CF:5B:3C:2E:6D,-77,161,15:22:12
,,,,
eduroam,A0:CF:5B:3C:2E:6D,-74,161,15:22:15
,,,,
eduroam,A0:CF:5B:3C:2E:6D,-70,161,15:22:19
,,,,
eduroam,A0:CF:5B:3C:2E:6D,-65,161,15:22:22
,,,,
eduroam,A0:CF:5B:3C:2E:6D,-64,161,15:22:26
,,,,
eduroam,A0:CF:5B:3C:2E:6D,-70,161,15:22:30
,,,,
eduroam,A0:CF:5B:3C:2E:6D,-64,161,15:22:34
,,,,
eduroam,A0:CF:5B:3C:2E:6D,-67,161,15:22:37
,,,,
eduroam,A0:CF:5B:3C:2E:6D,-64,161,15:22:41
,,,,
eduroam,A0:CF:5B:3C:2E:62,-69,11,15:22:04
,,,,
eduroam,A0:CF:5B:3C:2E:62,-68,11,15:22:08
,,,,
eduroam,A0:CF:5B:3C:2E:62,-68,11,15:22:12
,,,,
eduroam,A0:CF:5B:3C:2E:62,-68,11,15:22:15
,,,,
eduroam,A0:CF:5B:3C:2E:62,-71,11,15:22:19
,,,,
eduroam,A0:CF:5B:3C:2E:62,-72,11,15:22:22
,,,,
eduroam,A0:CF:5B:3C:2E:62,-68,11,15:22:26
,,,,
eduroam,A0:CF:5B:3C:2E:62,-71,11,15:22:30
,,,,
eduroam,A0:CF:5B:3C:2E:62,-70,11,15:22:34
,,,,
eduroam,A0:CF:5B:3C:2E:62,-68,11,15:22:37
,,,,
eduroam,A0:CF:5B:3C:2E:62,-67,11,15:22:41
