SSID,BSS,RSSI,Channel,Time
,,,,
eduroam,58:AC:78:CC:31:8D,-75,64,1:02:13pm
,,,,
eduroam,58:AC:78:CC:31:8D,-75,64,1:02:15pm
,,,,
eduroam,58:AC:78:CC:31:8D,-75,64,1:02:18pm
,,,,
eduroam,58:AC:78:CC:31:8D,-75,64,1:02:20pm
,,,,
eduroam,58:AC:78:CC:31:8D,-75,64,1:02:22pm
,,,,
eduroam,58:AC:78:CC:31:8D,-75,64,1:02:25pm
,,,,
eduroam,58:AC:78:CC:31:8D,-75,64,1:02:27pm
,,,,
eduroam,78:72:5D:77:F2:ED,-92,36,1:02:37pm
,,,,
eduroam,78:72:5D:77:F2:ED,-92,36,1:02:39pm
,,,,
eduroam,78:72:5D:77:F2:ED,-90,36,1:02:42pm
,,,,
eduroam,78:72:5D:77:F2:ED,-89,36,1:02:47pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-86,1,1:02:15pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-83,1,1:02:18pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-83,1,1:02:20pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-83,1,1:02:22pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-85,1,1:02:25pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-84,1,1:02:27pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-84,1,1:02:30pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-86,1,1:02:32pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-86,1,1:02:34pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-86,1,1:02:37pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-87,1,1:02:39pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-87,1,1:02:42pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:11,-87,1,1:02:47pm
,,,,
UnifiGuest,00:2A:10:8C:EE:1E,-83,64,1:02:13pm
,,,,
UnifiGuest,00:2A:10:8C:EE:1E,-83,64,1:02:15pm
,,,,
UnifiGuest,00:2A:10:8C:EE:1E,-83,64,1:02:18pm
,,,,
UnifiGuest,00:2A:10:8C:EE:1E,-83,64,1:02:20pm
,,,,
UnifiGuest,00:2A:10:8C:EE:1E,-83,64,1:02:22pm
,,,,
UnifiGuest,00:2A:10:8C:EE:1E,-83,64,1:02:25pm
,,,,
UnifiGuest,00:2A:10:8C:EE:1E,-83,64,1:02:27pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-74,1,1:02:13pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-71,1,1:02:15pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-74,1,1:02:18pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-84,1,1:02:20pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-80,1,1:02:22pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-87,1,1:02:25pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-87,1,1:02:27pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-89,1,1:02:30pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-89,1,1:02:32pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-89,1,1:02:34pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-89,1,1:02:37pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-89,1,1:02:39pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-89,1,1:02:42pm
,,,,
AndroidAP7E4B,6E:C7:EC:44:7E:4B,-89,1,1:02:47pm
,,,,
Unifi,00:2A:10:8C:EE:1F,-83,64,1:02:13pm
,,,,
Unifi,00:2A:10:8C:EE:1F,-83,64,1:02:15pm
,,,,
Unifi,00:2A:10:8C:EE:1F,-83,64,1:02:18pm
,,,,
Unifi,00:2A:10:8C:EE:1F,-83,64,1:02:20pm
,,,,
Unifi,00:2A:10:8C:EE:1F,-83,64,1:02:22pm
,,,,
Unifi,00:2A:10:8C:EE:1F,-83,64,1:02:25pm
,,,,
Unifi,00:2A:10:8C:EE:1F,-83,64,1:02:27pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-85,1,1:02:13pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-86,1,1:02:15pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-86,1,1:02:18pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-86,1,1:02:20pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-85,1,1:02:22pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-85,1,1:02:25pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-84,1,1:02:27pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-84,1,1:02:30pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-85,1,1:02:32pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-86,1,1:02:34pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-87,1,1:02:37pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-86,1,1:02:39pm
,,,,
Unifi,A0:CF:5B:3D:7B:10,-86,1,1:02:42pm
,,,,
UnifiGuest,A0:CF:5B:3D:7B:1E,-89,40,1:02:47pm
,,,,
eduroam,A0:CF:5B:3D:7B:1D,-88,40,1:02:47pm
,,,,
Unifi,A0:CF:5B:3D:7B:1F,-88,40,1:02:47pm
,,,,
eduroam,58:AC:78:ED:0C:12,-85,11,1:02:18pm
,,,,
eduroam,58:AC:78:ED:0C:12,-85,11,1:02:20pm
,,,,
eduroam,58:AC:78:ED:0C:12,-85,11,1:02:22pm
,,,,
eduroam,58:AC:78:ED:0C:12,-85,11,1:02:25pm
,,,,
eduroam,58:AC:78:ED:0C:12,-86,11,1:02:27pm
,,,,
eduroam,58:AC:78:ED:0C:12,-88,11,1:02:30pm
,,,,
eduroam,58:AC:78:ED:0C:12,-87,11,1:02:32pm
,,,,
eduroam,58:AC:78:ED:0C:12,-88,11,1:02:34pm
,,,,
eduroam,58:AC:78:ED:0C:12,-88,11,1:02:37pm
,,,,
eduroam,58:AC:78:ED:0C:12,-88,11,1:02:39pm
,,,,
eduroam,58:AC:78:ED:0C:12,-88,11,1:02:42pm
,,,,
eduroam,58:AC:78:ED:0C:12,-88,11,1:02:47pm
,,,,
Unifi,58:AC:78:F4:AA:9F,-74,64,1:02:18pm
,,,,
Unifi,58:AC:78:F4:AA:9F,-74,64,1:02:20pm
,,,,
Unifi,58:AC:78:F4:AA:9F,-74,64,1:02:22pm
,,,,
Unifi,58:AC:78:F4:AA:9F,-74,64,1:02:25pm
,,,,
Unifi,58:AC:78:F4:AA:9F,-74,64,1:02:27pm
,,,,
Unifi,58:AC:78:F4:AA:9F,-72,64,1:02:30pm
,,,,
Unifi,58:AC:78:F4:AA:9F,-74,64,1:02:32pm
,,,,
Unifi,58:AC:78:F4:AA:9F,-74,64,1:02:34pm
,,,,
Unifi,58:AC:78:F4:AA:9F,-74,64,1:02:37pm
,,,,
Unifi,58:AC:78:F4:AA:9F,-71,64,1:02:39pm
,,,,
Unifi,58:AC:78:F4:AA:9F,-72,64,1:02:42pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-77,7,1:02:13pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-83,7,1:02:15pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-77,7,1:02:18pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-79,7,1:02:20pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-75,7,1:02:22pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-78,7,1:02:25pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-77,7,1:02:27pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-75,7,1:02:30pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-76,7,1:02:32pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-76,7,1:02:34pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-77,7,1:02:37pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-84,7,1:02:39pm
,,,,
SteoraSmartBench,64:D1:54:05:21:F7,-80,7,1:02:42pm
