SSID,BSS,RSSI,Channel,Time
,,,,
UnifiGuest,74:88:BB:86:3B:0E,-86,40,12:58:23pm
,,,,
UnifiGuest,74:88:BB:86:3B:0E,-86,40,12:58:27pm
,,,,
UnifiGuest,74:88:BB:86:3B:0E,-86,40,12:58:31pm
,,,,
UnifiGuest,74:88:BB:86:3B:0E,-90,40,12:58:36pm
,,,,
UnifiGuest,74:88:BB:86:3B:0E,-89,40,12:58:40pm
,,,,
UnifiGuest,74:88:BB:86:3B:0E,-90,40,12:58:45pm
,,,,
UnifiGuest,74:88:BB:86:3B:0E,-89,40,12:58:49pm
,,,,
UnifiGuest,74:88:BB:86:3B:0E,-88,40,12:58:56pm
,,,,
eduroam,74:88:BB:86:29:CD,-87,64,12:58:23pm
,,,,
eduroam,74:88:BB:86:29:CD,-84,64,12:58:27pm
,,,,
eduroam,74:88:BB:86:29:CD,-85,64,12:58:31pm
,,,,
eduroam,74:88:BB:86:29:CD,-85,64,12:58:36pm
,,,,
eduroam,74:88:BB:86:29:CD,-85,64,12:58:40pm
,,,,
eduroam,74:88:BB:86:29:CD,-85,64,12:58:45pm
,,,,
eduroam,74:88:BB:86:29:CD,-85,64,12:58:49pm
,,,,
eduroam,74:88:BB:86:29:CD,-85,64,12:58:56pm
,,,,
eduroam,74:88:BB:86:48:ED,-76,52,12:58:23pm
,,,,
eduroam,74:88:BB:86:48:ED,-71,52,12:58:27pm
,,,,
eduroam,74:88:BB:86:48:ED,-81,52,12:58:31pm
,,,,
eduroam,74:88:BB:86:48:ED,-83,52,12:58:36pm
,,,,
eduroam,74:88:BB:86:48:ED,-82,52,12:58:40pm
,,,,
eduroam,74:88:BB:86:48:ED,-82,52,12:58:45pm
,,,,
eduroam,74:88:BB:86:48:ED,-83,52,12:58:49pm
,,,,
eduroam,74:88:BB:86:48:ED,-77,52,12:58:56pm
,,,,
Unifi,4C:71:0D:4D:27:AF,-88,36,12:58:49pm
,,,,
Unifi,4C:71:0D:4D:27:AF,-89,36,12:58:56pm
,,,,
Optus_41B225,64:66:24:41:B2:27,-75,11,12:58:23pm
,,,,
Optus_41B225,64:66:24:41:B2:27,-80,11,12:58:27pm
,,,,
Optus_41B225,64:66:24:41:B2:27,-81,11,12:58:31pm
,,,,
Optus_41B225,64:66:24:41:B2:27,-83,11,12:58:36pm
,,,,
Optus_41B225,64:66:24:41:B2:27,-87,11,12:58:40pm
,,,,
Optus_41B225,64:66:24:41:B2:27,-87,11,12:58:45pm
,,,,
Optus_41B225,64:66:24:41:B2:27,-78,11,12:58:49pm
,,,,
Optus_41B225,64:66:24:41:B2:27,-84,11,12:58:56pm
,,,,
TelstraAD133B,BC:30:D9:AD:13:3C,-90,36,12:58:23pm
,,,,
TelstraAD133B,BC:30:D9:AD:13:3C,-90,36,12:58:27pm
,,,,
